period_start,n_observations,mean_radiance,mean_residual,median_residual,std_residual
2020-01-29,175,123.11542215401785,-30.53897440625548,-23.633030653609865,57.247186429236336
2020-01-30,290,137.98061704438308,-15.66033883875657,-7.9469764108590795,59.94833180304376
2020-01-31,71,164.03936758981624,10.408172281469543,11.669029739484216,54.1702604273452
2020-02-01,0,,,,
2020-02-02,0,,,,
2020-02-03,0,,,,
2020-02-04,0,,,,
2020-02-05,0,,,,
2020-02-06,0,,,,
2020-02-07,134,147.72761818046,-5.7801110030807745,-4.5427874267470685,56.499800409147156
2020-02-08,82,126.6482556971108,-26.849246051792424,-22.171038408289178,59.203077355394576
2020-02-09,218,153.07205454975093,-0.40640802176174196,3.9795824834843216,58.977454431709205
2020-02-10,259,138.67376492179957,-14.789852943707864,-12.988460807436695,50.36073588494106
2020-02-11,242,130.95008003928444,-22.49869025851251,-14.284485420886583,59.34886084376317
2020-02-12,247,132.41252690983205,-21.02033344161754,-12.96159415923745,65.3469680440521
2020-02-13,160,144.7192367553711,-8.698137346855376,-6.413401109719885,64.3902743327051
2020-02-14,208,140.5446433874277,-12.853707137346515,-4.761169956849756,60.74042088016469
2020-02-15,301,134.39245891380943,-18.991827820528474,-14.215484195312229,63.222695013894196
2020-02-16,176,127.78384895324707,-25.585966237763476,-19.428863838338415,61.736291733795206
2020-02-17,211,138.78790475565108,-14.564994643131136,-12.228403759684937,60.15974545222332
2020-02-18,0,,,,
2020-02-19,0,,,,
2020-02-20,305,135.1255557901351,-18.17766865792371,-14.79012902790737,84.58415954911175
2020-02-21,269,147.9241010701346,-5.363127545218223,0.9067934376205642,58.88702868275508
2020-02-22,291,137.82303333610193,-15.449480962072,-7.575109211095281,65.51930416003344
2020-02-23,235,143.96161719788896,-9.294944116160687,-1.6712481055356534,65.22515047410293
2020-02-24,294,147.83714171948077,-5.402514831893411,0.6285604020960562,57.16722781006367
2020-02-25,288,140.18882046805487,-13.035121968955691,-0.6658526585664504,55.395161817015335
2020-02-26,281,160.71260564946618,7.504554860359046,12.75014825189325,62.64601451401309
2020-02-27,189,140.1785577037347,-13.014199659256507,-7.486635520699082,59.42066820103852
2020-02-28,243,140.07715439031153,-13.097172362676075,-8.134776082490134,58.405621729314696
2020-02-29,166,131.12856187935336,-22.030992447006277,-13.66142469932143,58.581193064341726
2020-03-01,271,158.86532426109173,5.722592460913685,13.458457168617826,52.05298663170961
2020-03-02,338,170.05336683826334,16.926065103638333,20.007235730393788,56.53131601417695
2020-03-03,240,124.53858020782471,-28.5732331000431,-17.539979783241833,67.14109597524866
2020-03-04,251,160.15649330169555,7.062999697649808,14.825535088700036,54.881136523068065
2020-03-05,274,121.76579435028299,-31.31336031609436,-20.443513565635385,62.31387946846313
2020-03-06,261,163.13472615092195,10.07218091304635,13.538220667132094,61.957836949779306
2020-03-07,213,142.18094854936913,-10.867693870393396,-6.700693254819328,62.68777478365819
2020-03-08,196,125.85513391300124,-27.17392432986464,-14.514692908946671,72.63806030233707
2020-03-09,264,154.79681955973308,1.781908737627955,3.1404972127885458,61.93553200045915
2020-03-10,303,150.19085709474265,-2.8084398237085764,5.117791229239884,66.44457974736362
2020-03-11,285,143.45263538025972,-9.529794723172849,5.131955049585656,69.58512971953192
2020-03-12,314,152.7093716080781,-0.2566421672993614,8.083394887329916,71.9757400593963
2020-03-13,169,173.95612959099944,21.001494382002534,3.862808236949462,112.66360477381572
2020-03-14,202,169.7603902533503,16.824995920095407,18.56670350492827,49.719958721054816
2020-03-15,302,157.36672839234208,4.448227507961462,14.669144365992722,63.54421724733732
2020-03-16,286,139.24563352144682,-13.65689852063113,-1.978603804022569,64.57870530728998
2020-03-17,276,146.21770367829694,-6.6688958811447066,5.877374290877697,53.94306252725417
2020-03-18,149,168.52741152360136,15.65435345782587,16.99813926562831,71.01610615384705
2020-03-19,296,151.11377688227472,-1.740264424002966,9.839557254217738,71.30353075698507
2020-03-20,287,167.6653760318557,14.827996113618182,22.92138361509427,53.543015346768506
2020-03-21,310,159.72122506418538,6.89952183329747,17.053997135078646,58.80590257605561
2020-03-22,249,163.38985111588934,10.583636607769257,26.210845654405347,62.08224772409325
2020-03-23,299,140.24514120350713,-12.54462951409111,5.9737942190663205,67.31768202680865
2020-03-24,262,137.42005859840916,-15.353807289426474,5.664467694467746,62.98603128097961
2020-03-25,266,160.45636993637657,7.697833875911214,22.02060526793113,63.30378667148412
2020-03-26,69,149.25014621900476,-3.4941116737004045,11.257842403526496,65.55988188789502
2020-03-27,244,169.5469161987305,16.82303573568965,24.990357698594906,53.50558091623532
2020-03-28,262,164.2926051714948,11.582940245193807,20.757915819058894,50.61131230199209
2020-03-29,306,155.36943154927172,2.6759258106341086,8.040013606798894,62.666654985632974
2020-03-30,53,141.79144436818248,-10.892397594966981,18.497576413949844,75.50492123473654
2020-03-31,262,141.04346340266804,-11.617747670590319,-1.407759623291284,66.47911642944005
2020-04-01,255,162.21263008865657,9.568833170825055,16.56680552865791,52.695411276078076
2020-04-02,267,151.15617848371298,-1.474531268841593,10.058912451439198,58.2943967080846
2020-04-03,0,,,,
2020-04-04,0,,,,
2020-04-05,0,,,,
2020-04-06,0,,,,
2020-04-07,0,,,,
2020-04-08,0,,,,
2020-04-09,191,155.3252191353843,2.8112263849138714,13.440104744564593,56.6318611168394
2020-04-10,179,149.65958725913276,-2.8401717307346677,13.457201702509536,69.29734857376319
2020-04-11,257,147.8322301486123,-4.65066021650252,4.328597179266097,73.92996022005198
2020-04-12,248,156.87489390219412,4.407006393233216,15.445347212816344,66.4799068803373
2020-04-13,243,135.75099712104955,-16.701727802307506,-9.372512353523746,69.71313980049061
2020-04-14,300,141.64408909098307,-10.792706102926285,6.326345090610488,62.06576550748469
2020-04-15,322,160.83206794691384,8.411523151084122,18.105053775249786,51.35601753674908
2020-04-16,262,147.42494509165525,-4.9796690122057905,8.319938653073905,54.84610230905473
2020-04-17,218,141.82706984773688,-10.560620732307562,5.724064079419335,73.79116027975216
2020-04-18,335,160.39695091133686,8.02486547411345,15.533837632134208,49.65676704138824
