source,scale,total_rows,n_used,n_missing_or_invalid,n_nonpositive_excluded,min,p01,p05,p25,median,mean,std,p75,p95,p99,max
raw_clara,linear,1030,1030,0,0,-37.24151916503906,-29.486136138916017,-16.333999633789062,100.61743774414063,141.77911682128905,124.84630958927488,77.65532269211954,175.75383605957032,226.42190292358396,251.54359436035156,381.5622314453125
raw_clara,log_positive,1030,879,0,151,-0.4256270223522798,1.1347193087926943,2.8324695156692026,4.837063166552606,5.0080949812019595,4.8246515982942295,0.8349947684737393,5.201994091338357,5.429444899850147,5.53336541292807,5.944273960475948
hourly_grid,linear,1027,1027,0,0,-37.24151916503906,-29.54493853759766,-16.333999633789062,100.61743774414063,141.12575683593752,124.21982864632461,76.87970917122536,175.75383605957032,226.06255493164062,248.4205336303711,381.5622314453125
hourly_grid,log_positive,1027,876,0,151,-0.4256270223522798,1.1280250022532683,2.8324695156692026,4.837063166552606,5.0080949812019595,4.82123197116289,0.8343568593110845,5.201994091338357,5.426575457422195,5.5256657256604615,5.944273960475948
