variable,label,distance_bin,distance_start_km,distance_end_km,distance_mean_km,n_pairs,spatial_autocorrelation
era5_msl_hpa,Mean sea-level pressure (hPa),6,4509.968606912773,5411.962328295327,4867.039162655121,932,-0.27270013647381436
era5_msl_hpa,Mean sea-level pressure (hPa),7,5411.962328295327,6313.956049677882,5784.053376310686,762,-0.16726124322459213
era5_msl_hpa,Mean sea-level pressure (hPa),8,6313.956049677882,7215.949771060436,6704.564317751114,603,0.04103968210297549
era5_msl_hpa,Mean sea-level pressure (hPa),9,7215.949771060436,8117.943492442991,7629.207724215055,459,0.20163665143507375
era5_msl_hpa,Mean sea-level pressure (hPa),10,8117.943492442991,9019.937213825546,8566.468055533569,320,0.22720041076747247
era5_msl_hpa,Mean sea-level pressure (hPa),11,9019.937213825546,9921.9309352081,9507.771715950392,188,0.3867286572935532
era5_msl_hpa,Mean sea-level pressure (hPa),12,9921.9309352081,10823.92466741458,10418.133901698027,69,0.5785069849356236
era5_i10fg_log1p,log1p(10 m wind gust),1,0.0,901.9937213825546,515.0510661829162,1083,0.5605831823267333
era5_i10fg_log1p,log1p(10 m wind gust),2,901.9937213825546,1803.987442765109,1201.2087089807667,1694,0.3441173307535715
era5_i10fg_log1p,log1p(10 m wind gust),3,1803.987442765109,2705.9811641476635,2115.492159709931,1526,0.21578327339795944
era5_i10fg_log1p,log1p(10 m wind gust),4,2705.9811641476635,3607.974885530218,3033.3384182597306,1322,0.1041472925199344
era5_i10fg_log1p,log1p(10 m wind gust),5,3607.974885530218,4509.968606912773,3950.4810682698717,1124,0.11175646013697538
era5_i10fg_log1p,log1p(10 m wind gust),6,4509.968606912773,5411.962328295327,4867.039162655121,932,0.023924395319642227
era5_i10fg_log1p,log1p(10 m wind gust),7,5411.962328295327,6313.956049677882,5784.053376310686,762,-0.015137022694933626
era5_i10fg_log1p,log1p(10 m wind gust),8,6313.956049677882,7215.949771060436,6704.564317751114,603,0.08313455182459145
era5_i10fg_log1p,log1p(10 m wind gust),9,7215.949771060436,8117.943492442991,7629.207724215055,459,0.101104384759912
era5_i10fg_log1p,log1p(10 m wind gust),10,8117.943492442991,9019.937213825546,8566.468055533569,320,0.11980612233990638
era5_i10fg_log1p,log1p(10 m wind gust),11,9019.937213825546,9921.9309352081,9507.771715950392,188,-0.07899156907562534
era5_i10fg_log1p,log1p(10 m wind gust),12,9921.9309352081,10823.92466741458,10418.133901698027,69,-0.2539244479378316
