hour,latitude,longitude,space_fold,time_fold
1606816800000000000,3.25,151.5,1,0
1606816800000000000,-1.0,150.5,1,0
1606820400000000000,-5.25,149.5,1,0
1606820400000000000,-9.5,148.25,1,0
1606820400000000000,-13.75,147.0,1,0
1606824000000000000,80.0,151.25,3,0
1606824000000000000,75.75,147.25,3,0
1606824000000000000,71.5,144.25,3,0
1606824000000000000,67.25,142.5,3,0
1606824000000000000,63.0,141.0,3,0
1606824000000000000,58.75,139.5,3,0
1606824000000000000,52.5,137.75,3,0
1606824000000000000,48.75,136.5,3,0
1606824000000000000,45.0,135.25,1,0
1606824000000000000,41.25,134.5,1,0
1606824000000000000,37.5,134.0,1,0
1606824000000000000,34.0,133.5,1,0
1606824000000000000,30.25,132.75,1,0
1606824000000000000,26.25,132.0,1,0
1606824000000000000,22.25,131.25,1,0
1606824000000000000,18.25,130.0,1,0
1606824000000000000,14.25,129.25,1,0
1606824000000000000,10.0,128.5,1,0
1606824000000000000,5.5,127.5,1,0
1606824000000000000,1.5,126.5,2,0
1606824000000000000,-2.5,125.75,2,0
1606824000000000000,-7.0,124.75,2,0
1606824000000000000,-11.25,123.5,2,0
1606824000000000000,-15.5,122.25,2,0
1606842000000000000,79.5,78.25,3,0
1606842000000000000,75.25,74.0,3,0
1606842000000000000,70.75,71.75,3,0
1606842000000000000,66.5,69.75,3,0
1606842000000000000,62.25,68.25,3,0
1606842000000000000,58.25,67.0,3,0
1606842000000000000,54.25,66.0,3,0
1606842000000000000,50.0,64.75,2,0
1606842000000000000,46.0,63.75,2,0
1606842000000000000,41.75,63.0,2,0
1606842000000000000,37.75,62.25,2,0
1606842000000000000,33.75,61.25,2,0
1606842000000000000,30.25,60.75,2,0
1606842000000000000,25.75,59.5,2,0
1606842000000000000,21.5,58.75,2,0
1606842000000000000,17.75,58.0,2,0
1606842000000000000,13.5,57.0,2,0
1606842000000000000,9.5,56.25,2,0
1606842000000000000,4.75,54.25,2,0
1606842000000000000,1.25,54.5,2,0
1606842000000000000,-3.0,53.25,2,0
1606842000000000000,-7.25,52.0,2,0
1606842000000000000,-11.5,51.0,2,0
1606842000000000000,-15.5,50.0,2,0
1606845600000000000,78.0,52.25,3,0
1606845600000000000,73.5,49.0,3,0
1606845600000000000,69.25,46.75,3,0
1606845600000000000,65.0,45.0,3,0
1606845600000000000,60.75,43.75,3,0
1606845600000000000,56.75,42.5,3,0
1606845600000000000,52.5,41.25,3,0
1606845600000000000,48.5,40.5,3,0
1606845600000000000,44.5,39.25,2,0
1606845600000000000,40.5,38.5,2,0
1606845600000000000,36.25,37.75,2,0
1606845600000000000,32.25,36.75,2,0
1606845600000000000,28.25,35.75,2,0
1606845600000000000,24.25,35.0,2,0
1606845600000000000,20.0,34.25,2,0
1606845600000000000,16.0,33.5,2,0
1606849200000000000,12.0,32.5,2,0
1606849200000000000,7.75,31.75,2,0
1606849200000000000,3.75,30.75,2,0
1606849200000000000,-0.5,29.75,2,0
1606849200000000000,-4.75,28.75,2,0
1606849200000000000,-9.0,27.75,2,0
1606849200000000000,-13.25,26.5,2,0
1606849200000000000,-17.75,25.0,2,0
1606852800000000000,80.75,31.25,3,0
1606852800000000000,76.25,26.75,3,0
1606852800000000000,72.0,23.75,3,0
1606852800000000000,67.75,22.0,3,0
1606852800000000000,63.5,20.25,3,0
1606852800000000000,59.25,19.0,3,0
1606852800000000000,55.0,17.75,3,0
1606852800000000000,51.0,17.0,3,0
1606852800000000000,47.0,16.0,3,0
1606852800000000000,43.0,14.75,3,0
1606852800000000000,39.0,14.0,0,0
1606852800000000000,34.75,13.0,0,0
1606852800000000000,30.75,12.25,0,0
1606852800000000000,26.75,11.5,0,0
1606852800000000000,22.75,10.5,0,0
1606852800000000000,18.5,9.75,0,0
1606852800000000000,14.5,8.75,0,0
1606852800000000000,10.5,8.0,0,0
1606852800000000000,6.25,7.25,0,0
1606852800000000000,2.25,6.25,0,0
1606852800000000000,-2.0,5.25,0,0
1606852800000000000,-6.25,4.0,0,0
1606852800000000000,-10.5,3.0,0,0
1606852800000000000,-15.0,1.75,0,0
1606856400000000000,79.0,5.0,3,0
1606856400000000000,74.75,1.5,3,0
1606856400000000000,70.25,-1.0,3,0
1606856400000000000,66.0,-3.0,3,0
1606860000000000000,62.0,-4.25,3,0
1606860000000000000,57.75,-5.75,3,0
1606860000000000000,53.75,-6.75,3,0
1606860000000000000,49.5,-7.75,0,0
1606860000000000000,45.5,-8.5,0,0
1606860000000000000,41.5,-9.5,0,0
1606860000000000000,37.25,-10.5,0,0
1606860000000000000,33.25,-11.5,0,0
1606860000000000000,29.25,-12.25,0,0
1606860000000000000,25.25,-13.0,0,0
1606860000000000000,21.0,-13.75,0,0
1606860000000000000,17.0,-14.75,0,0
1606860000000000000,13.0,-15.5,0,0
1606860000000000000,8.75,-16.5,0,0
1606860000000000000,4.75,-17.25,0,0
1606860000000000000,0.5,-18.25,0,0
1606860000000000000,-3.5,-19.25,0,0
1606860000000000000,-7.75,-20.25,0,0
1606860000000000000,-12.25,-21.5,0,0
1606860000000000000,-16.5,-23.0,0,0
1606863600000000000,77.25,-20.75,3,1
1606863600000000000,73.0,-23.75,3,1
1606863600000000000,68.75,-26.0,3,1
1606863600000000000,64.5,-27.5,3,1
1606863600000000000,60.25,-29.0,3,1
1606863600000000000,56.25,-30.25,3,1
1606863600000000000,52.25,-31.5,0,1
1606863600000000000,48.0,-32.25,0,1
1606863600000000000,44.0,-33.25,0,1
1606863600000000000,40.0,-34.0,0,1
1606863600000000000,35.75,-35.0,0,1
1606863600000000000,31.75,-35.75,0,1
1606863600000000000,27.75,-36.75,0,1
1606863600000000000,23.75,-37.75,0,1
1606863600000000000,19.5,-38.5,0,1
1606863600000000000,15.5,-39.25,0,1
1606863600000000000,11.5,-40.0,0,1
1606863600000000000,7.25,-41.0,0,1
1606863600000000000,3.25,-41.75,0,1
1606863600000000000,-1.0,-42.75,0,1
1606863600000000000,-5.25,-43.75,0,1
1606863600000000000,-9.5,-45.0,0,1
1606863600000000000,-13.75,-46.25,0,1
1606870800000000000,80.0,-41.75,3,1
1606870800000000000,75.75,-46.25,3,1
1606870800000000000,71.5,-48.75,3,1
1606870800000000000,67.25,-50.75,3,1
1606870800000000000,63.0,-52.25,3,1
1606870800000000000,58.75,-53.75,3,1
1606870800000000000,54.5,-55.0,0,1
1606870800000000000,50.5,-55.75,0,1
1606870800000000000,46.5,-56.75,0,1
1606870800000000000,42.5,-57.5,0,1
1606870800000000000,38.25,-58.75,0,1
1606870800000000000,34.25,-59.5,0,1
1606870800000000000,30.25,-60.25,0,1
1606870800000000000,26.25,-61.0,0,1
1606870800000000000,22.25,-62.0,0,1
1606870800000000000,18.0,-62.75,0,1
1606870800000000000,14.0,-63.75,0,1
1606870800000000000,10.0,-64.5,0,1
1606870800000000000,5.75,-65.5,0,1
1606870800000000000,1.75,-66.5,0,1
1606870800000000000,-2.5,-67.25,0,1
1606870800000000000,-6.75,-68.5,0,1
1606870800000000000,-11.25,-69.75,0,1
1606870800000000000,-15.5,-71.0,0,1
1606874400000000000,78.5,-68.25,3,1
1606874400000000000,74.0,-71.5,3,1
1606874400000000000,69.75,-73.75,3,1
1606874400000000000,65.5,-75.75,3,1
1606874400000000000,61.25,-77.0,3,1
1606874400000000000,57.25,-78.0,3,1
1606874400000000000,53.25,-79.25,3,1
1606874400000000000,49.0,-80.5,0,1
1606874400000000000,45.0,-81.25,0,1
1606874400000000000,40.75,-82.0,0,1
1606874400000000000,36.75,-83.0,0,1
1606874400000000000,32.75,-84.0,0,1
1606874400000000000,28.75,-84.75,0,1
1606874400000000000,24.75,-85.5,0,1
1606878000000000000,20.75,-86.5,0,1
1606878000000000000,16.5,-87.25,0,1
1606878000000000000,12.5,-88.0,0,1
1606878000000000000,8.25,-89.0,0,1
1606878000000000000,4.25,-90.0,0,1
1606878000000000000,0.0,-91.0,0,1
1606878000000000000,-4.0,-92.0,0,1
1606878000000000000,-8.25,-93.0,0,1
1606878000000000000,-12.75,-94.25,0,1
1606878000000000000,-17.0,-95.5,0,1
1606881600000000000,81.25,-88.75,3,1
1606881600000000000,76.75,-93.75,3,1
1606881600000000000,72.5,-96.75,3,1
1606881600000000000,68.25,-98.75,3,1
1606881600000000000,64.0,-100.25,3,1
1606881600000000000,59.75,-101.75,3,1
1606881600000000000,55.75,-102.75,3,1
1606881600000000000,51.5,-104.0,3,1
1606881600000000000,47.5,-105.0,3,1
1606881600000000000,43.5,-105.75,3,1
1606881600000000000,39.5,-106.75,3,1
1606881600000000000,35.25,-107.5,1,1
1606881600000000000,31.25,-108.5,1,1
1606881600000000000,27.25,-109.25,1,1
1606881600000000000,23.0,-110.0,1,1
1606881600000000000,19.0,-111.0,1,1
1606881600000000000,15.0,-111.75,1,1
1606881600000000000,11.0,-112.5,1,1
1606881600000000000,6.75,-113.5,1,1
1606881600000000000,2.75,-114.5,1,1
1606881600000000000,-1.5,-115.25,1,1
1606881600000000000,-5.75,-116.5,1,1
1606881600000000000,-10.0,-117.5,1,1
1606881600000000000,-14.25,-119.0,1,1
1606885200000000000,79.5,-115.25,3,1
1606888800000000000,75.25,-119.25,3,1
1606888800000000000,70.75,-121.5,3,1
1606888800000000000,66.75,-123.5,3,1
1606888800000000000,62.25,-125.0,3,1
1606888800000000000,58.25,-126.25,3,1
1606888800000000000,54.25,-127.25,3,1
1606888800000000000,50.0,-128.5,1,1
1606888800000000000,46.0,-129.25,1,1
1606888800000000000,42.0,-130.25,1,1
1606888800000000000,38.0,-131.25,1,1
1606888800000000000,33.75,-132.0,1,1
1606888800000000000,29.75,-133.0,1,1
1606888800000000000,25.75,-133.75,1,1
1606888800000000000,21.75,-134.5,1,1
1606888800000000000,17.5,-135.5,1,1
1606888800000000000,13.5,-136.25,1,1
1606888800000000000,9.5,-137.0,1,1
1606888800000000000,5.25,-138.0,1,1
1606888800000000000,1.0,-139.0,1,1
1606888800000000000,-3.0,-140.0,1,1
1606888800000000000,-7.25,-141.0,1,1
1606888800000000000,-11.75,-142.25,1,1
1606888800000000000,-16.0,-143.5,1,1
1606892400000000000,78.0,-141.0,3,1
1606892400000000000,73.5,-144.25,3,1
1606892400000000000,69.25,-146.5,3,1
1606892400000000000,65.0,-148.25,3,1
1606892400000000000,61.0,-149.5,3,1
1606892400000000000,56.75,-151.0,1,1
1606892400000000000,52.5,-152.0,1,1
1606892400000000000,48.5,-153.0,1,1
1606892400000000000,44.5,-153.75,1,1
1606892400000000000,40.5,-155.0,1,1
1606892400000000000,36.5,-155.75,1,1
1606892400000000000,32.25,-156.5,1,1
1606892400000000000,28.25,-157.25,1,1
1606892400000000000,24.25,-158.25,1,1
1606892400000000000,20.0,-159.0,1,1
1606892400000000000,16.0,-159.75,1,1
1606892400000000000,12.0,-160.75,1,1
1606892400000000000,7.75,-161.5,1,1
1606892400000000000,3.75,-162.5,1,1
1606892400000000000,-0.5,-163.5,1,1
1606892400000000000,-4.75,-164.5,1,1
1606892400000000000,-9.0,-165.75,1,1
1606892400000000000,-13.25,-166.75,1,1
1606892400000000000,-17.75,-168.25,1,1
1606899600000000000,80.75,-162.0,3,1
1606899600000000000,76.25,-166.5,3,1
1606899600000000000,72.0,-169.25,3,1
1606899600000000000,67.75,-171.25,3,1
1606899600000000000,63.25,-173.0,3,1
1606899600000000000,59.25,-174.5,3,1
1606899600000000000,55.25,-175.25,1,1
1606899600000000000,51.25,-176.5,1,1
1606899600000000000,47.0,-177.5,1,1
1606899600000000000,43.0,-178.5,1,1
1606899600000000000,39.0,-179.25,1,1
1606899600000000000,35.0,179.75,1,1
1606899600000000000,30.75,179.0,1,1
1606899600000000000,26.75,178.25,1,1
1606899600000000000,22.75,177.25,1,1
1606899600000000000,19.0,176.75,1,1
1606899600000000000,14.5,175.75,1,1
1606899600000000000,10.5,174.75,1,1
1606899600000000000,6.25,173.75,1,1
1606899600000000000,2.25,172.75,1,1
1606899600000000000,-2.0,171.75,1,1
1606899600000000000,-6.25,170.75,1,1
1606899600000000000,-10.5,169.5,1,1
1606899600000000000,-15.0,168.5,1,1
1606903200000000000,79.0,171.75,3,1
1606903200000000000,74.75,168.0,3,1
1606903200000000000,70.25,165.75,3,1
1606903200000000000,66.0,163.75,3,1
1606903200000000000,61.75,162.25,3,1
1606903200000000000,57.75,161.0,3,1
1606903200000000000,53.75,160.0,1,1
1606903200000000000,49.5,159.0,1,1
1606903200000000000,45.5,158.0,1,1
1606903200000000000,41.5,157.25,1,1
1606906800000000000,37.5,156.25,1,1
1606906800000000000,33.25,155.25,1,1
1606906800000000000,29.25,154.5,1,1
1606906800000000000,25.25,153.75,1,1
1606906800000000000,21.0,153.0,1,1
1606906800000000000,17.0,152.0,1,1
1606906800000000000,13.0,151.25,1,1
1606906800000000000,9.0,150.25,1,1
1606906800000000000,4.75,149.25,1,1
1606906800000000000,0.5,148.25,1,1
1606906800000000000,-3.5,147.5,1,1
1606906800000000000,-7.75,146.25,1,1
1606906800000000000,-12.25,145.0,1,1
1606906800000000000,-16.75,143.5,1,1
1606910400000000000,77.25,146.0,3,1
1606910400000000000,73.0,143.0,3,1
1606910400000000000,68.75,140.75,3,1
1606910400000000000,64.5,139.25,3,1
1606910400000000000,60.25,137.75,3,1
1606910400000000000,56.0,136.5,3,1
1606910400000000000,52.0,135.5,3,1
1606910400000000000,48.0,134.5,3,1
1606910400000000000,44.0,133.5,1,1
1606910400000000000,40.0,132.5,1,1
1606910400000000000,35.75,131.75,1,1
1606910400000000000,31.75,130.75,1,1
1606910400000000000,27.75,130.0,1,1
1606910400000000000,23.75,129.25,1,1
1606910400000000000,19.5,128.25,1,1
1606910400000000000,15.5,127.5,1,1
1606910400000000000,11.5,126.75,1,1
1606910400000000000,7.25,125.75,2,1
1606910400000000000,3.25,124.75,2,1
1606910400000000000,-1.0,123.75,2,1
1606910400000000000,-5.25,122.75,2,1
1606910400000000000,-9.5,121.75,2,1
1606910400000000000,-13.75,120.25,2,1
1606917600000000000,80.5,123.75,3,1
1606917600000000000,75.75,120.25,3,1
1606917600000000000,71.25,117.75,3,1
1606917600000000000,67.0,116.0,3,1
1606917600000000000,63.0,114.25,3,1
1606917600000000000,58.75,113.25,3,1
1606917600000000000,54.75,112.25,3,1
1606917600000000000,50.5,111.0,3,1
1606917600000000000,46.5,110.0,3,1
1606917600000000000,40.75,109.25,2,1
1606917600000000000,36.75,107.75,2,1
1606917600000000000,33.0,106.75,2,1
1606917600000000000,29.25,106.0,2,1
1606917600000000000,25.5,105.0,2,1
1606917600000000000,22.0,104.5,2,1
1606917600000000000,18.25,103.75,2,1
1606917600000000000,14.25,103.0,2,1
1606917600000000000,10.0,102.0,2,1
1606917600000000000,5.75,101.25,2,1
1606917600000000000,1.75,100.0,2,1
1606917600000000000,-2.5,99.25,2,1
1606917600000000000,-6.75,98.0,2,1
1606917600000000000,-11.25,96.75,2,1
1606917600000000000,-15.75,95.5,2,1
1606921200000000000,78.5,98.75,3,1
1606921200000000000,74.25,95.5,3,1
1606921200000000000,69.75,92.75,3,1
1606921200000000000,65.5,91.25,3,1
1606921200000000000,61.5,89.75,3,1
1606921200000000000,57.25,88.5,3,1
1606921200000000000,53.25,87.5,3,1
1606921200000000000,49.0,86.5,2,1
1606921200000000000,45.0,85.25,2,1
1606921200000000000,41.0,84.25,2,1
1606921200000000000,36.75,83.75,2,1
1606921200000000000,32.75,82.75,2,1
1606921200000000000,28.75,82.0,2,1
1606921200000000000,24.75,81.25,2,1
1606921200000000000,20.75,80.25,2,1
1606921200000000000,16.5,79.5,2,1
1606921200000000000,12.5,78.5,2,1
1606921200000000000,8.5,77.75,2,1
1606921200000000000,4.25,76.75,2,1
1606921200000000000,0.0,75.75,2,1
1606924800000000000,-4.25,74.75,2,1
1606924800000000000,-8.25,73.75,2,1
1606924800000000000,-12.75,72.5,2,1
1606924800000000000,-17.0,71.25,2,1
1606928400000000000,81.25,78.0,3,2
1606928400000000000,76.75,73.0,3,2
1606928400000000000,72.5,70.0,3,2
1606928400000000000,68.25,68.0,3,2
1606928400000000000,64.0,66.5,3,2
1606928400000000000,60.0,65.0,3,2
1606928400000000000,55.75,64.0,3,2
1606928400000000000,51.75,62.75,3,2
1606928400000000000,47.5,61.75,2,2
1606928400000000000,23.25,56.75,2,2
1606928400000000000,19.0,55.75,2,2
1606928400000000000,15.0,55.0,2,2
1606928400000000000,11.0,54.0,2,2
1606928400000000000,6.75,53.25,2,2
1606928400000000000,2.75,52.25,2,2
1606928400000000000,-1.5,51.25,2,2
1606928400000000000,-5.75,50.25,2,2
1606928400000000000,-10.0,49.25,2,2
1606928400000000000,-14.25,47.75,2,2
1606939200000000000,78.0,25.75,3,2
1606939200000000000,73.5,22.5,3,2
1606939200000000000,69.25,20.25,3,2
1606939200000000000,65.0,18.5,3,2
1606939200000000000,61.0,17.0,3,2
1606939200000000000,54.5,14.75,3,2
1606939200000000000,50.75,13.25,3,2
1606939200000000000,47.0,12.5,3,2
1606939200000000000,43.25,11.5,3,2
1606939200000000000,39.75,11.25,0,2
1606939200000000000,36.25,10.75,0,2
1606939200000000000,32.5,10.25,0,2
1606939200000000000,28.5,9.25,0,2
1606939200000000000,24.5,8.25,0,2
1606939200000000000,20.5,7.5,0,2
1606939200000000000,16.25,6.75,0,2
1606939200000000000,12.0,5.75,0,2
1606939200000000000,7.75,4.75,0,2
1606939200000000000,3.5,4.0,0,2
1606939200000000000,-0.5,3.0,0,2
1606939200000000000,-4.75,2.0,0,2
1606939200000000000,-9.0,1.0,0,2
1606939200000000000,-13.25,-0.25,0,2
1606939200000000000,-17.5,-1.5,0,2
1606946400000000000,80.75,4.75,3,2
1606946400000000000,76.25,0.25,3,2
1606946400000000000,72.0,-2.75,3,2
1606946400000000000,67.75,-4.5,3,2
1606946400000000000,63.5,-6.25,3,2
1606946400000000000,59.25,-7.5,3,2
1606946400000000000,55.25,-8.75,3,2
1606946400000000000,51.0,-9.75,3,2
1606946400000000000,47.0,-10.75,0,2
1606946400000000000,43.0,-11.75,0,2
1606946400000000000,39.0,-12.5,0,2
1606946400000000000,34.75,-13.5,0,2
1606946400000000000,30.75,-14.25,0,2
1606946400000000000,26.75,-15.0,0,2
1606946400000000000,22.75,-16.0,0,2
1606946400000000000,18.5,-16.75,0,2
1606946400000000000,14.5,-17.75,0,2
1606946400000000000,10.5,-18.5,0,2
1606946400000000000,6.25,-19.25,0,2
1606946400000000000,2.25,-20.25,0,2
1606946400000000000,-2.0,-21.25,0,2
1606946400000000000,-6.25,-22.5,0,2
1606946400000000000,-10.5,-23.75,0,2
1606946400000000000,-15.0,-25.0,0,2
1606950000000000000,79.0,-21.5,3,2
1606950000000000000,74.75,-25.25,3,2
1606950000000000000,70.25,-27.5,3,2
1606950000000000000,66.25,-29.5,3,2
1606950000000000000,62.0,-31.0,3,2
1606950000000000000,57.75,-32.25,3,2
1606950000000000000,53.75,-33.25,0,2
1606950000000000000,49.5,-34.25,0,2
1606950000000000000,45.5,-35.25,0,2
1606950000000000000,41.5,-36.25,0,2
1606950000000000000,37.5,-37.25,0,2
1606950000000000000,33.25,-37.75,0,2
1606950000000000000,29.25,-38.75,0,2
1606950000000000000,25.25,-39.5,0,2
1606950000000000000,21.25,-40.25,0,2
1606950000000000000,17.0,-41.25,0,2
1606950000000000000,13.0,-42.0,0,2
1606950000000000000,9.0,-43.0,0,2
1607004000000000000,77.25,119.25,3,2
1607004000000000000,73.0,116.25,3,2
1607004000000000000,68.75,114.25,3,2
1607004000000000000,64.5,112.75,3,2
1607004000000000000,60.5,111.25,3,2
1607004000000000000,56.25,109.75,3,2
1607004000000000000,52.0,109.0,3,2
1607004000000000000,48.0,108.0,3,2
1607004000000000000,44.0,107.0,2,2
1607004000000000000,40.0,106.0,2,2
1607004000000000000,35.75,105.25,2,2
1607004000000000000,31.75,104.25,2,2
1607004000000000000,27.75,103.5,2,2
1607004000000000000,23.75,102.75,2,2
1607004000000000000,19.75,102.0,2,2
1607004000000000000,15.5,101.0,2,2
1607004000000000000,11.5,100.0,2,2
1607004000000000000,7.5,99.0,2,2
1607004000000000000,3.25,98.0,2,2
1607004000000000000,-1.0,96.75,2,2
1607004000000000000,-5.25,95.5,2,2
1607004000000000000,-9.75,94.5,2,2
1607004000000000000,-13.75,93.75,2,2
1607007600000000000,80.0,98.5,3,2
1607007600000000000,75.75,94.0,3,2
1607007600000000000,71.5,91.5,3,2
1607007600000000000,67.25,89.5,3,2
1607007600000000000,63.0,87.75,3,2
1607007600000000000,58.75,86.5,3,2
1607007600000000000,54.5,85.5,3,2
1607007600000000000,50.5,84.25,3,2
1607007600000000000,46.5,83.25,2,2
1607007600000000000,42.5,82.5,2,2
1607007600000000000,38.5,81.5,2,2
1607007600000000000,34.25,80.75,2,2
1607011200000000000,30.25,79.75,2,2
1607011200000000000,26.25,79.0,2,2
1607011200000000000,22.25,78.25,2,2
1607011200000000000,18.0,77.5,2,2
1607011200000000000,14.0,76.5,2,2
1607011200000000000,10.0,75.5,2,2
1607011200000000000,5.75,74.5,2,2
1607011200000000000,1.75,73.5,2,2
1607011200000000000,-2.5,72.5,2,2
1607011200000000000,-6.75,71.5,2,2
1607011200000000000,-11.25,70.25,2,2
1607011200000000000,-15.75,69.0,2,2
1607014800000000000,78.5,72.25,3,2
1607014800000000000,74.0,68.5,3,2
1607014800000000000,69.75,66.5,3,2
1607014800000000000,65.5,64.75,3,2
1607014800000000000,61.25,63.0,3,2
1607014800000000000,57.25,61.75,3,2
1607014800000000000,53.0,60.75,3,2
1607014800000000000,49.25,60.0,2,2
1607014800000000000,45.0,58.75,2,2
1607014800000000000,41.0,58.0,2,2
1607014800000000000,36.75,57.25,2,2
1607014800000000000,32.75,56.25,2,2
1607014800000000000,28.5,54.75,2,2
1607014800000000000,25.0,54.5,2,2
1607014800000000000,20.5,53.75,2,2
1607014800000000000,16.5,53.0,2,2
1607014800000000000,12.5,52.0,2,2
1607014800000000000,8.5,51.25,2,2
1607014800000000000,4.25,50.25,2,2
1607014800000000000,0.0,49.0,2,2
1607014800000000000,-4.25,47.75,2,2
1607014800000000000,-8.5,46.75,2,2
1607014800000000000,-13.0,45.5,2,2
1607014800000000000,-17.25,44.5,2,2
1607022000000000000,81.25,51.75,3,2
1607022000000000000,76.75,46.25,3,2
1607022000000000000,72.5,43.75,3,2
1607022000000000000,68.25,41.5,3,2
1607022000000000000,64.0,40.0,3,2
1607022000000000000,60.0,38.5,3,2
1607022000000000000,55.75,37.25,3,2
1607022000000000000,51.5,36.25,3,2
1607022000000000000,47.5,35.25,3,2
1607022000000000000,43.5,34.5,2,2
1607022000000000000,39.5,33.5,2,2
1607022000000000000,35.5,32.75,2,2
1607022000000000000,31.25,31.75,2,2
1607022000000000000,27.25,31.0,2,2
1607022000000000000,23.25,30.0,2,2
1607022000000000000,19.25,29.25,2,2
1607022000000000000,15.0,28.5,2,2
1607022000000000000,11.0,27.5,2,2
1607022000000000000,6.75,26.75,2,2
1607022000000000000,2.75,25.75,2,2
