hour,latitude,longitude,space_fold,time_fold
1607022000000000000,-1.5,24.75,2,2
1607022000000000000,-5.75,23.75,2,2
1607022000000000000,-10.0,22.5,2,2
1607022000000000000,-14.25,21.25,2,2
1607025600000000000,79.5,25.25,3,2
1607025600000000000,75.25,21.0,3,2
1607025600000000000,70.75,18.75,3,2
1607025600000000000,66.75,16.75,3,2
1607025600000000000,60.5,16.25,3,2
1607025600000000000,58.25,13.75,3,2
1607025600000000000,54.25,12.75,3,2
1607025600000000000,50.0,11.75,3,2
1607025600000000000,46.0,11.0,3,2
1607025600000000000,42.0,9.75,0,2
1607025600000000000,38.0,9.0,0,2
1607025600000000000,34.25,8.0,0,2
1607025600000000000,30.25,7.0,0,2
1607025600000000000,26.0,6.25,0,2
1607025600000000000,22.0,5.5,0,2
1607025600000000000,17.75,4.75,0,2
1607025600000000000,13.75,4.0,0,2
1607025600000000000,9.5,3.0,0,2
1607025600000000000,5.25,2.0,0,2
1607025600000000000,1.25,1.0,0,2
1607025600000000000,-3.0,0.0,0,2
1607025600000000000,-7.25,-1.0,0,2
1607029200000000000,-11.5,-2.25,0,2
1607029200000000000,-16.0,-3.5,0,2
1607032800000000000,78.0,-1.5,3,2
1607032800000000000,73.5,-4.25,3,2
1607032800000000000,69.25,-6.25,3,2
1607032800000000000,65.0,-8.25,3,2
1607032800000000000,60.75,-9.5,3,2
1607032800000000000,56.75,-10.5,3,2
1607032800000000000,52.75,-11.75,3,2
1607032800000000000,48.5,-12.75,0,2
1607032800000000000,44.5,-13.75,0,2
1607032800000000000,40.5,-14.5,0,2
1607032800000000000,36.5,-15.5,0,2
1607032800000000000,32.75,-16.5,0,2
1607032800000000000,28.75,-17.5,0,2
1607032800000000000,24.5,-18.5,0,2
1607032800000000000,20.25,-19.0,0,2
1607032800000000000,16.0,-19.75,0,2
1607032800000000000,12.0,-20.5,0,2
1607032800000000000,8.0,-21.5,0,2
1607032800000000000,3.75,-22.25,0,2
1607032800000000000,-0.5,-23.25,0,2
1607032800000000000,-4.75,-24.25,0,2
1607032800000000000,-9.25,-25.25,0,2
1607032800000000000,-13.5,-26.25,0,2
1607036400000000000,80.75,-21.5,3,2
1607036400000000000,76.5,-25.75,3,2
1607036400000000000,71.75,-28.5,3,2
1607036400000000000,67.5,-31.0,3,2
1607036400000000000,63.25,-32.75,3,2
1607036400000000000,59.25,-34.0,3,2
1607036400000000000,55.25,-35.25,3,2
1607036400000000000,51.25,-36.25,0,2
1607040000000000000,47.0,-37.25,0,2
1607040000000000000,43.25,-38.5,0,2
1607040000000000000,39.0,-39.5,0,2
1607040000000000000,35.0,-40.25,0,2
1607040000000000000,31.0,-41.25,0,2
1607040000000000000,26.75,-42.0,0,2
1607040000000000000,22.75,-42.75,0,2
1607040000000000000,18.75,-43.5,0,2
1607040000000000000,14.5,-44.25,0,2
1607040000000000000,10.5,-45.25,0,2
1607040000000000000,6.25,-46.0,0,2
1607040000000000000,2.25,-47.0,0,2
1607040000000000000,-2.0,-48.0,0,2
1607040000000000000,-6.25,-49.25,0,2
1607040000000000000,-10.5,-50.25,0,2
1607040000000000000,-15.0,-51.5,0,2
1607043600000000000,79.0,-48.0,3,2
1607043600000000000,74.75,-51.75,3,2
1607043600000000000,70.25,-54.5,3,2
1607043600000000000,66.0,-56.25,3,2
1607043600000000000,62.0,-57.5,3,2
1607043600000000000,57.75,-58.5,3,2
1607043600000000000,53.75,-59.75,0,2
1607043600000000000,49.5,-60.75,0,2
1607043600000000000,45.5,-61.75,0,2
1607043600000000000,41.5,-62.75,0,2
1607043600000000000,37.5,-63.5,0,2
1607043600000000000,33.25,-64.5,0,2
1607043600000000000,29.25,-65.25,0,2
1607043600000000000,25.25,-66.25,0,2
1607043600000000000,21.25,-67.0,0,2
1607043600000000000,17.0,-67.75,0,2
1607043600000000000,13.0,-68.75,0,2
1607043600000000000,9.0,-69.5,0,2
1607043600000000000,4.75,-70.5,0,2
1607043600000000000,0.75,-71.25,0,2
1607043600000000000,-3.5,-72.5,0,2
1607043600000000000,-7.75,-73.5,0,2
1607043600000000000,-12.25,-74.75,0,2
1607043600000000000,-16.5,-76.25,0,2
1607050800000000000,77.25,-73.75,3,3
1607050800000000000,73.0,-77.0,3,3
1607050800000000000,68.75,-79.0,3,3
1607050800000000000,64.5,-80.75,3,3
1607050800000000000,60.25,-82.0,3,3
1607050800000000000,56.25,-83.25,3,3
1607050800000000000,52.25,-84.25,3,3
1607050800000000000,48.25,-85.5,3,3
1607050800000000000,44.25,-86.5,0,3
1607050800000000000,40.0,-87.25,0,3
1607050800000000000,36.0,-88.25,0,3
1607050800000000000,32.0,-88.75,0,3
1607050800000000000,27.75,-89.75,0,3
1607050800000000000,23.75,-90.5,0,3
1607050800000000000,19.5,-91.5,0,3
1607050800000000000,15.5,-92.25,0,3
1607050800000000000,11.5,-93.0,0,3
1607050800000000000,7.5,-94.0,0,3
1607050800000000000,3.25,-95.0,0,3
1607050800000000000,-1.0,-96.0,0,3
1607050800000000000,-5.0,-97.0,0,3
1607050800000000000,-9.25,-98.0,0,3
1607050800000000000,-13.75,-99.5,0,3
1607068800000000000,39.5,-160.0,1,3
1607068800000000000,35.25,-160.5,1,3
1607068800000000000,31.25,-161.5,1,3
1607068800000000000,27.25,-162.25,1,3
1607068800000000000,23.25,-163.25,1,3
1607068800000000000,19.25,-164.0,1,3
1607068800000000000,15.0,-164.75,1,3
1607068800000000000,11.0,-165.75,1,3
1607068800000000000,6.75,-166.5,1,3
1607068800000000000,2.75,-167.5,1,3
1607068800000000000,-1.5,-168.5,1,3
1607068800000000000,-5.75,-169.5,1,3
1607068800000000000,-10.0,-170.75,1,3
1607068800000000000,-14.25,-172.0,1,3
1607072400000000000,79.5,-168.0,3,3
1607072400000000000,75.25,-172.25,3,3
1607072400000000000,71.0,-174.5,3,3
1607072400000000000,66.5,-176.5,3,3
1607072400000000000,62.5,-178.0,3,3
1607072400000000000,58.25,-179.25,1,3
1607072400000000000,54.25,179.5,1,3
1607072400000000000,50.0,178.5,1,3
1607072400000000000,46.0,177.5,1,3
1607072400000000000,42.0,176.75,1,3
1607072400000000000,38.0,175.75,1,3
1607072400000000000,33.75,175.0,1,3
1607072400000000000,29.75,174.0,1,3
1607072400000000000,25.75,173.25,1,3
1607072400000000000,21.75,172.5,1,3
1607072400000000000,17.5,171.5,1,3
1607072400000000000,13.5,170.75,1,3
1607072400000000000,9.5,169.75,1,3
1607072400000000000,5.25,169.0,1,3
1607072400000000000,1.5,168.0,1,3
1607072400000000000,-3.0,167.0,1,3
1607072400000000000,-7.5,165.75,1,3
1607072400000000000,-11.75,164.5,1,3
1607072400000000000,-16.25,163.0,1,3
1607079600000000000,78.0,166.0,3,3
1607079600000000000,73.5,162.5,3,3
1607079600000000000,69.25,160.25,3,3
1607079600000000000,65.0,158.75,3,3
1607079600000000000,60.75,157.25,3,3
1607079600000000000,56.75,156.0,3,3
1607079600000000000,52.5,155.0,1,3
1607079600000000000,48.75,154.0,1,3
1607079600000000000,44.5,153.0,1,3
1607079600000000000,40.5,152.25,1,3
1607079600000000000,36.5,151.25,1,3
1607079600000000000,32.5,150.5,1,3
1607079600000000000,28.25,149.5,1,3
1607079600000000000,24.25,148.75,1,3
1607079600000000000,20.25,148.0,1,3
1607079600000000000,14.0,142.5,1,3
1607079600000000000,12.25,146.25,1,3
1607079600000000000,7.75,145.25,1,3
1607079600000000000,3.75,144.25,1,3
1607079600000000000,-0.5,143.5,1,3
1607079600000000000,-4.75,142.25,1,3
1607079600000000000,-9.0,141.25,1,3
1607079600000000000,-13.25,140.0,1,3
1607083200000000000,80.75,145.25,3,3
1607083200000000000,76.25,140.5,3,3
1607083200000000000,72.0,137.5,3,3
1607083200000000000,67.75,135.5,3,3
1607083200000000000,63.5,134.0,3,3
1607083200000000000,59.25,132.75,3,3
1607083200000000000,55.25,131.5,3,3
1607083200000000000,51.0,130.5,3,3
1607083200000000000,47.0,129.5,3,3
1607083200000000000,43.0,128.5,3,3
1607083200000000000,38.75,120.25,2,3
1607083200000000000,34.75,121.75,2,3
1607083200000000000,30.25,122.25,2,3
1607083200000000000,26.5,122.5,2,3
1607083200000000000,22.5,123.0,2,3
1607083200000000000,18.5,123.25,2,3
1607086800000000000,14.5,122.5,2,3
1607086800000000000,10.5,121.75,2,3
1607086800000000000,6.25,120.75,2,3
1607086800000000000,2.25,120.0,2,3
1607086800000000000,-2.0,119.0,2,3
1607086800000000000,-6.25,118.0,2,3
1607086800000000000,-10.5,116.75,2,3
1607086800000000000,-15.0,115.25,2,3
1607090400000000000,79.0,119.0,3,3
1607090400000000000,74.75,115.0,3,3
1607090400000000000,70.25,112.5,3,3
1607090400000000000,63.5,108.5,3,3
1607090400000000000,60.0,107.0,3,3
1607090400000000000,56.25,106.0,3,3
1607090400000000000,52.5,105.5,3,3
1607090400000000000,49.0,105.25,3,3
1607090400000000000,45.5,104.5,2,3
1607090400000000000,41.5,104.0,2,3
1607090400000000000,37.5,103.0,2,3
1607090400000000000,33.75,102.0,2,3
1607090400000000000,29.5,101.25,2,3
1607090400000000000,25.25,100.5,2,3
1607090400000000000,21.25,99.75,2,3
1607090400000000000,17.0,99.0,2,3
1607090400000000000,13.0,98.0,2,3
1607090400000000000,9.0,97.25,2,3
1607090400000000000,4.75,96.25,2,3
1607090400000000000,0.5,95.25,2,3
1607090400000000000,-3.5,94.25,2,3
1607090400000000000,-8.0,93.25,2,3
1607090400000000000,-12.25,92.0,2,3
1607090400000000000,-16.5,90.5,2,3
1607094000000000000,81.75,98.5,3,3
1607094000000000000,77.25,93.0,3,3
1607094000000000000,73.0,90.0,3,3
1607097600000000000,68.75,87.75,3,3
1607097600000000000,64.5,86.0,3,3
1607097600000000000,60.5,84.75,3,3
1607097600000000000,56.25,83.5,3,3
1607097600000000000,52.25,82.25,3,3
1607097600000000000,48.0,81.25,2,3
1607097600000000000,44.0,80.25,2,3
1607097600000000000,40.0,79.25,2,3
1607097600000000000,36.0,78.75,2,3
1607097600000000000,31.75,77.75,2,3
1607097600000000000,27.75,77.0,2,3
1607097600000000000,23.75,76.25,2,3
1607097600000000000,19.75,75.25,2,3
1607097600000000000,15.5,74.5,2,3
1607097600000000000,11.5,73.75,2,3
1607097600000000000,7.5,72.75,2,3
1607097600000000000,3.25,71.75,2,3
1607097600000000000,-1.0,70.75,2,3
1607097600000000000,-5.25,69.75,2,3
1607097600000000000,-9.5,68.75,2,3
1607097600000000000,-13.75,67.5,2,3
1607101200000000000,80.0,71.75,3,3
1607101200000000000,75.75,67.5,3,3
1607101200000000000,71.5,64.75,3,3
1607101200000000000,67.25,62.75,3,3
1607101200000000000,63.0,61.5,3,3
1607101200000000000,59.0,60.0,3,3
1607101200000000000,54.75,58.75,3,3
1607101200000000000,50.5,58.0,3,3
1607101200000000000,46.5,56.75,2,3
1607101200000000000,42.5,55.75,2,3
1607101200000000000,38.5,55.0,2,3
1607101200000000000,33.0,50.75,2,3
1607101200000000000,30.75,53.5,2,3
1607101200000000000,26.25,52.5,2,3
1607101200000000000,22.25,51.75,2,3
1607101200000000000,18.0,50.75,2,3
1607101200000000000,14.0,50.0,2,3
1607101200000000000,10.0,49.25,2,3
1607101200000000000,5.75,48.25,2,3
1607101200000000000,1.75,47.5,2,3
1607101200000000000,-2.5,46.25,2,3
1607101200000000000,-6.75,45.25,2,3
1607101200000000000,-11.0,44.0,2,3
1607101200000000000,-15.5,42.5,2,3
1607108400000000000,78.5,45.5,3,3
1607108400000000000,74.0,42.25,3,3
1607108400000000000,69.75,40.0,3,3
1607108400000000000,65.5,38.0,3,3
1607108400000000000,61.5,36.75,3,3
1607108400000000000,57.25,35.5,3,3
1607108400000000000,53.25,34.5,3,3
1607108400000000000,49.25,33.25,3,3
1607108400000000000,45.0,32.5,3,3
1607108400000000000,41.0,31.25,2,3
1607108400000000000,37.0,30.5,2,3
1607108400000000000,33.0,29.75,2,3
1607108400000000000,28.75,29.0,2,3
1607108400000000000,24.75,28.0,2,3
1607108400000000000,20.75,27.25,2,3
1607108400000000000,16.5,26.25,2,3
1607108400000000000,12.5,25.5,2,3
1607108400000000000,8.5,24.5,2,3
1607108400000000000,4.25,23.75,2,3
1607108400000000000,0.25,22.75,2,3
1607108400000000000,-4.25,21.25,2,3
1607108400000000000,-8.5,20.5,2,3
1607108400000000000,-12.75,19.25,2,3
1607112000000000000,81.25,25.0,3,3
1607112000000000000,76.75,20.0,3,3
1607112000000000000,72.5,17.25,3,3
1607112000000000000,68.25,15.0,3,3
1607112000000000000,64.0,13.5,3,3
1607112000000000000,59.75,12.0,3,3
1607112000000000000,55.75,10.75,3,3
1607112000000000000,49.75,10.5,3,3
1607112000000000000,46.25,9.25,3,3
1607112000000000000,42.5,8.25,0,3
1607112000000000000,38.75,7.0,0,3
1607112000000000000,35.25,6.0,0,3
1607115600000000000,31.25,5.25,0,3
1607115600000000000,27.25,4.25,0,3
1607115600000000000,23.25,3.5,0,3
1607115600000000000,19.25,2.75,0,3
1607115600000000000,15.0,1.75,0,3
1607115600000000000,11.0,1.0,0,3
1607115600000000000,7.0,0.0,0,3
1607115600000000000,2.75,-1.25,0,3
1607115600000000000,-1.5,-2.0,0,3
1607115600000000000,-5.75,-3.0,0,3
1607115600000000000,-10.0,-4.25,0,3
1607115600000000000,-14.5,-5.5,0,3
1607119200000000000,79.5,-1.5,3,3
1607119200000000000,75.25,-5.25,3,3
1607119200000000000,71.0,-8.0,3,3
1607119200000000000,66.5,-9.75,3,3
1607119200000000000,62.5,-11.25,3,3
1607119200000000000,58.25,-12.5,3,3
1607119200000000000,54.25,-13.75,3,3
1607119200000000000,50.0,-14.75,0,3
1607119200000000000,46.0,-15.75,0,3
1607119200000000000,42.0,-16.75,0,3
1607119200000000000,38.0,-17.5,0,3
1607119200000000000,34.0,-18.5,0,3
1607119200000000000,29.75,-19.25,0,3
1607119200000000000,25.75,-20.0,0,3
1607119200000000000,21.75,-21.0,0,3
1607119200000000000,17.75,-21.75,0,3
1607119200000000000,13.5,-22.5,0,3
1607119200000000000,9.5,-23.5,0,3
1607119200000000000,5.25,-24.5,0,3
1607119200000000000,1.25,-25.25,0,3
1607119200000000000,-3.0,-26.25,0,3
1607119200000000000,-7.25,-27.5,0,3
1607119200000000000,-11.5,-28.75,0,3
1607119200000000000,-15.75,-30.0,0,3
