fold_id,space_fold,time_fold,n_train,n_test,alpha,feature,coefficient_on_standardized_x,abs_coefficient,feature_group
space2_time0,2,0,600,38,0.44366873309786115,era5_wind10_speed,-17.214170259548474,17.214170259548474,Atmospheric
space2_time0,2,0,600,38,0.44366873309786115,era5_tp,0.09549137426255977,0.09549137426255977,Atmospheric
space2_time0,2,0,600,38,0.44366873309786115,era5_cp,-4.0241565060583975,4.0241565060583975,Atmospheric
space2_time0,2,0,600,38,0.44366873309786115,era5_cape,-9.894660052872075,9.894660052872075,Atmospheric
space2_time0,2,0,600,38,0.44366873309786115,era5_blh,12.36703817321293,12.36703817321293,Atmospheric
space2_time0,2,0,600,38,0.44366873309786115,era5_sp,5.896288258205115,5.896288258205115,Atmospheric
space2_time0,2,0,600,38,0.44366873309786115,era5_msl,6.387892023107338,6.387892023107338,Atmospheric
space2_time0,2,0,600,38,0.44366873309786115,era5_i10fg,12.181334727231947,12.181334727231947,Atmospheric
space2_time0,2,0,600,38,0.44366873309786115,hour,-6.451898661492499,6.451898661492499,Time
space2_time0,2,0,600,38,0.44366873309786115,latitude,16.270330918731403,16.270330918731403,Space
space2_time0,2,0,600,38,0.44366873309786115,longitude,-14.933882304712078,14.933882304712078,Space
space2_time1,2,1,577,38,2.955209235202888,era5_tcc,0.0,0.0,Atmospheric
space2_time1,2,1,577,38,2.955209235202888,era5_lcc,-0.0,0.0,Atmospheric
space2_time1,2,1,577,38,2.955209235202888,era5_mcc,0.0,0.0,Atmospheric
space2_time1,2,1,577,38,2.955209235202888,era5_hcc,-0.0,0.0,Atmospheric
space2_time1,2,1,577,38,2.955209235202888,era5_cloud_layer_sum,-0.0,0.0,Atmospheric
space2_time1,2,1,577,38,2.955209235202888,era5_strd,-0.0,0.0,Atmospheric
space2_time1,2,1,577,38,2.955209235202888,era5_t2m_c,-0.0,0.0,Atmospheric
space2_time1,2,1,577,38,2.955209235202888,era5_d2m_c,0.0,0.0,Atmospheric
space2_time1,2,1,577,38,2.955209235202888,era5_dewpoint_depression,-12.543401273023361,12.543401273023361,Atmospheric
space2_time1,2,1,577,38,2.955209235202888,era5_tcwv,-2.2400048589901886,2.2400048589901886,Atmospheric
space2_time1,2,1,577,38,2.955209235202888,era5_wind10_speed,0.0,0.0,Atmospheric
space2_time1,2,1,577,38,2.955209235202888,era5_tp,-0.0,0.0,Atmospheric
space2_time1,2,1,577,38,2.955209235202888,era5_cp,-0.49329200486061836,0.49329200486061836,Atmospheric
space2_time1,2,1,577,38,2.955209235202888,era5_cape,-10.86033924521924,10.86033924521924,Atmospheric
space2_time1,2,1,577,38,2.955209235202888,era5_blh,0.9053912382840725,0.9053912382840725,Atmospheric
space2_time1,2,1,577,38,2.955209235202888,era5_sp,2.062830789709042,2.062830789709042,Atmospheric
space2_time1,2,1,577,38,2.955209235202888,era5_msl,4.134210102645336,4.134210102645336,Atmospheric
space2_time1,2,1,577,38,2.955209235202888,era5_i10fg,1.670476869883759,1.670476869883759,Atmospheric
space2_time1,2,1,577,38,2.955209235202888,hour,-0.0,0.0,Time
space2_time1,2,1,577,38,2.955209235202888,latitude,10.876837040123934,10.876837040123934,Space
space2_time1,2,1,577,38,2.955209235202888,longitude,-4.7831945188635006,4.7831945188635006,Space
space2_time2,2,2,600,74,5.080218046913023,era5_tcc,0.0,0.0,Atmospheric
space2_time2,2,2,600,74,5.080218046913023,era5_lcc,0.0,0.0,Atmospheric
space2_time2,2,2,600,74,5.080218046913023,era5_mcc,0.0,0.0,Atmospheric
space2_time2,2,2,600,74,5.080218046913023,era5_hcc,-0.0,0.0,Atmospheric
space2_time2,2,2,600,74,5.080218046913023,era5_cloud_layer_sum,0.0,0.0,Atmospheric
space2_time2,2,2,600,74,5.080218046913023,era5_strd,-0.0,0.0,Atmospheric
space2_time2,2,2,600,74,5.080218046913023,era5_t2m_c,-0.0,0.0,Atmospheric
space2_time2,2,2,600,74,5.080218046913023,era5_d2m_c,-0.0,0.0,Atmospheric
space2_time2,2,2,600,74,5.080218046913023,era5_dewpoint_depression,-1.0540837484634036,1.0540837484634036,Atmospheric
space2_time2,2,2,600,74,5.080218046913023,era5_tcwv,-4.181142272027101,4.181142272027101,Atmospheric
space2_time2,2,2,600,74,5.080218046913023,era5_wind10_speed,0.0,0.0,Atmospheric
space2_time2,2,2,600,74,5.080218046913023,era5_tp,-0.0,0.0,Atmospheric
space2_time2,2,2,600,74,5.080218046913023,era5_cp,-0.0,0.0,Atmospheric
space2_time2,2,2,600,74,5.080218046913023,era5_cape,-12.17730271113484,12.17730271113484,Atmospheric
space2_time2,2,2,600,74,5.080218046913023,era5_blh,0.0,0.0,Atmospheric
space2_time2,2,2,600,74,5.080218046913023,era5_sp,0.0,0.0,Atmospheric
space2_time2,2,2,600,74,5.080218046913023,era5_msl,1.5688175583910884,1.5688175583910884,Atmospheric
space2_time2,2,2,600,74,5.080218046913023,era5_i10fg,0.0,0.0,Atmospheric
space2_time2,2,2,600,74,5.080218046913023,hour,0.0,0.0,Time
space2_time2,2,2,600,74,5.080218046913023,latitude,0.0,0.0,Space
space2_time2,2,2,600,74,5.080218046913023,longitude,-11.6741234310764,11.6741234310764,Space
space2_time3,2,3,626,76,3.874675120456128,era5_tcc,0.0,0.0,Atmospheric
space2_time3,2,3,626,76,3.874675120456128,era5_lcc,0.0,0.0,Atmospheric
space2_time3,2,3,626,76,3.874675120456128,era5_mcc,0.0,0.0,Atmospheric
space2_time3,2,3,626,76,3.874675120456128,era5_hcc,-0.0,0.0,Atmospheric
space2_time3,2,3,626,76,3.874675120456128,era5_cloud_layer_sum,-0.0,0.0,Atmospheric
space2_time3,2,3,626,76,3.874675120456128,era5_strd,-0.0,0.0,Atmospheric
space2_time3,2,3,626,76,3.874675120456128,era5_t2m_c,-0.0,0.0,Atmospheric
space2_time3,2,3,626,76,3.874675120456128,era5_d2m_c,0.0,0.0,Atmospheric
space2_time3,2,3,626,76,3.874675120456128,era5_dewpoint_depression,-4.332139337984098,4.332139337984098,Atmospheric
space2_time3,2,3,626,76,3.874675120456128,era5_tcwv,-12.887453385906214,12.887453385906214,Atmospheric
space2_time3,2,3,626,76,3.874675120456128,era5_wind10_speed,0.0,0.0,Atmospheric
space2_time3,2,3,626,76,3.874675120456128,era5_tp,-0.0,0.0,Atmospheric
space2_time3,2,3,626,76,3.874675120456128,era5_cp,-0.8727936890163253,0.8727936890163253,Atmospheric
space2_time3,2,3,626,76,3.874675120456128,era5_cape,-10.569678319236598,10.569678319236598,Atmospheric
space2_time3,2,3,626,76,3.874675120456128,era5_blh,0.5590095573616128,0.5590095573616128,Atmospheric
space2_time3,2,3,626,76,3.874675120456128,era5_sp,4.32990364816027,4.32990364816027,Atmospheric
space2_time3,2,3,626,76,3.874675120456128,era5_msl,2.952022516746586,2.952022516746586,Atmospheric
space2_time3,2,3,626,76,3.874675120456128,era5_i10fg,0.8795290336435161,0.8795290336435161,Atmospheric
space2_time3,2,3,626,76,3.874675120456128,hour,-6.40785314904295,6.40785314904295,Time
space2_time3,2,3,626,76,3.874675120456128,latitude,0.0,0.0,Space
space2_time3,2,3,626,76,3.874675120456128,longitude,-12.14394452540579,12.14394452540579,Space
space3_time0,3,0,540,71,5.080218046913023,era5_tcc,-0.0,0.0,Atmospheric
space3_time0,3,0,540,71,5.080218046913023,era5_lcc,0.23472346034886102,0.23472346034886102,Atmospheric
space3_time0,3,0,540,71,5.080218046913023,era5_mcc,-0.0,0.0,Atmospheric
space3_time0,3,0,540,71,5.080218046913023,era5_hcc,-0.0,0.0,Atmospheric
space3_time0,3,0,540,71,5.080218046913023,era5_cloud_layer_sum,-0.0,0.0,Atmospheric
space3_time0,3,0,540,71,5.080218046913023,era5_strd,-0.0,0.0,Atmospheric
space3_time0,3,0,540,71,5.080218046913023,era5_t2m_c,-0.0,0.0,Atmospheric
space3_time0,3,0,540,71,5.080218046913023,era5_d2m_c,-0.0,0.0,Atmospheric
space3_time0,3,0,540,71,5.080218046913023,era5_dewpoint_depression,-2.0286544910349944,2.0286544910349944,Atmospheric
space3_time0,3,0,540,71,5.080218046913023,era5_tcwv,-3.079245648943593,3.079245648943593,Atmospheric
space3_time0,3,0,540,71,5.080218046913023,era5_wind10_speed,0.0,0.0,Atmospheric
space3_time0,3,0,540,71,5.080218046913023,era5_tp,-0.0,0.0,Atmospheric
space3_time0,3,0,540,71,5.080218046913023,era5_cp,-0.0,0.0,Atmospheric
space3_time0,3,0,540,71,5.080218046913023,era5_cape,-3.6673502716031114,3.6673502716031114,Atmospheric
space3_time0,3,0,540,71,5.080218046913023,era5_blh,2.9348847755281726,2.9348847755281726,Atmospheric
space3_time0,3,0,540,71,5.080218046913023,era5_sp,0.0,0.0,Atmospheric
space3_time0,3,0,540,71,5.080218046913023,era5_msl,2.6907447726069007,2.6907447726069007,Atmospheric
space3_time0,3,0,540,71,5.080218046913023,era5_i10fg,0.0,0.0,Atmospheric
space3_time0,3,0,540,71,5.080218046913023,hour,-0.9641350454734529,0.9641350454734529,Time
space3_time0,3,0,540,71,5.080218046913023,latitude,24.28462775556676,24.28462775556676,Space
space3_time0,3,0,540,71,5.080218046913023,longitude,-17.846138228221612,17.846138228221612,Space
space3_time1,3,1,524,78,13.11133937421563,era5_tcc,-0.0,0.0,Atmospheric
space3_time1,3,1,524,78,13.11133937421563,era5_lcc,0.0,0.0,Atmospheric
space3_time1,3,1,524,78,13.11133937421563,era5_mcc,-0.0,0.0,Atmospheric
space3_time1,3,1,524,78,13.11133937421563,era5_hcc,-0.0,0.0,Atmospheric
space3_time1,3,1,524,78,13.11133937421563,era5_cloud_layer_sum,-0.0,0.0,Atmospheric
space3_time1,3,1,524,78,13.11133937421563,era5_strd,-0.0,0.0,Atmospheric
space3_time1,3,1,524,78,13.11133937421563,era5_t2m_c,-0.0,0.0,Atmospheric
space3_time1,3,1,524,78,13.11133937421563,era5_d2m_c,-0.0,0.0,Atmospheric
space3_time1,3,1,524,78,13.11133937421563,era5_dewpoint_depression,-0.0,0.0,Atmospheric
space3_time1,3,1,524,78,13.11133937421563,era5_tcwv,-0.0,0.0,Atmospheric
space3_time1,3,1,524,78,13.11133937421563,era5_wind10_speed,0.0,0.0,Atmospheric
space3_time1,3,1,524,78,13.11133937421563,era5_tp,-0.0,0.0,Atmospheric
space3_time1,3,1,524,78,13.11133937421563,era5_cp,-0.0,0.0,Atmospheric
space3_time1,3,1,524,78,13.11133937421563,era5_cape,-1.435200413605189,1.435200413605189,Atmospheric
space3_time1,3,1,524,78,13.11133937421563,era5_blh,0.0,0.0,Atmospheric
space3_time1,3,1,524,78,13.11133937421563,era5_sp,0.0,0.0,Atmospheric
space3_time1,3,1,524,78,13.11133937421563,era5_msl,0.0,0.0,Atmospheric
space3_time1,3,1,524,78,13.11133937421563,era5_i10fg,0.0,0.0,Atmospheric
space3_time1,3,1,524,78,13.11133937421563,hour,-0.0,0.0,Time
space3_time1,3,1,524,78,13.11133937421563,latitude,17.9865780377095,17.9865780377095,Space
space3_time1,3,1,524,78,13.11133937421563,longitude,-0.0,0.0,Space
space3_time2,3,2,525,92,6.660846290809154,era5_tcc,-0.0,0.0,Atmospheric
space3_time2,3,2,525,92,6.660846290809154,era5_lcc,0.7546764238424069,0.7546764238424069,Atmospheric
space3_time2,3,2,525,92,6.660846290809154,era5_mcc,-0.0,0.0,Atmospheric
space3_time2,3,2,525,92,6.660846290809154,era5_hcc,-0.0,0.0,Atmospheric
space3_time2,3,2,525,92,6.660846290809154,era5_cloud_layer_sum,-0.0,0.0,Atmospheric
space3_time2,3,2,525,92,6.660846290809154,era5_strd,-0.0,0.0,Atmospheric
space3_time2,3,2,525,92,6.660846290809154,era5_t2m_c,-0.0,0.0,Atmospheric
space3_time2,3,2,525,92,6.660846290809154,era5_d2m_c,-0.0,0.0,Atmospheric
space3_time2,3,2,525,92,6.660846290809154,era5_dewpoint_depression,-0.2573702818628486,0.2573702818628486,Atmospheric
space3_time2,3,2,525,92,6.660846290809154,era5_tcwv,-0.0,0.0,Atmospheric
