validation_strategy,n_predictions,rmse,mae,r2,baseline_rmse,baseline_mae,baseline_r2
space_time_blocked,1027,77.09985053721243,63.33045916084979,-0.00671535255086031,77.1445786624559,61.07805787975268,-0.007883747853933087
